,ht,ht_wins,ht_losses,ht_l10_hits_h,ht_l10_hits_a,ht_l10_rbis_h,ht_l10_rbis_a,ht_l10_ers_h,ht_l10_ers_a,at,at_wins,at_losses,at_l10_hits_h,at_l10_hits_a,at_l10_rbis_h,at_l10_rbis_a,at_l10_ers_h,at_l10_ers_a,home_team_won
1254,LAN,44,39,67,88,30,54,33,42,PIT,40,43,72,91,29,54,41,43,True
1255,MIA,34,51,88,89,37,41,33,51,TBA,42,41,80,59,33,18,13,39,True
1256,MIL,48,35,80,84,46,48,37,39,MIN,35,45,72,90,36,47,40,61,True
1257,WAS,42,40,87,82,40,37,55,49,BOS,56,29,92,88,47,41,38,43,False
1258,KCA,25,58,58,58,18,21,50,36,CLE,45,37,93,80,60,36,24,36,False
1259,NYA,54,27,89,65,50,29,29,25,ATL,48,34,87,102,40,62,47,40,False
1260,TOR,39,44,97,81,50,34,43,42,DET,37,48,77,74,30,33,42,52,False
1261,ARI,47,38,87,80,41,46,51,25,SLN,43,40,86,76,37,43,48,36,True
1262,CHN,47,35,99,89,54,44,36,56,DET,38,48,77,72,30,29,42,50,True
1263,CIN,37,48,98,91,67,42,32,40,CHA,29,55,100,78,48,33,40,56,False
1264,COL,42,43,95,85,57,46,61,49,SFN,45,41,79,76,39,38,33,25,True
1265,LAN,45,39,82,88,42,54,32,42,PIT,40,44,72,91,29,48,41,56,True
1266,MIA,35,51,94,89,37,41,33,51,TBA,42,42,80,60,33,19,13,41,False
1267,MIL,49,35,90,84,50,48,42,39,MIN,35,46,72,95,36,51,40,63,True
1268,PHI,45,37,76,90,37,53,46,50,BAL,24,59,82,75,37,40,45,58,True
1269,WAS,42,41,87,82,38,37,50,49,BOS,57,29,92,87,47,43,38,45,False
1270,KCA,25,59,63,58,20,21,53,36,CLE,46,37,93,84,60,41,24,39,False
1271,NYA,54,28,93,65,48,29,30,25,ATL,49,34,87,93,40,53,47,42,True
1272,OAK,46,39,74,99,40,58,57,41,SDN,37,49,86,79,46,28,51,31,True
1273,SEA,54,31,91,95,42,43,32,51,ANA,43,42,86,75,39,37,37,45,True
1274,TEX,38,47,110,74,69,38,56,32,HOU,55,31,89,97,49,56,28,24,False
1275,TOR,39,45,90,81,48,34,44,42,NYN,33,48,67,92,29,49,42,47,True
1276,ARI,48,38,82,80,35,46,46,25,SLN,43,41,86,76,37,39,48,36,False
1277,CHN,48,35,104,89,55,44,37,56,DET,38,49,77,74,30,29,42,54,True
1278,CIN,37,49,98,91,69,42,37,40,CHA,30,55,100,87,48,44,40,64,True
1279,COL,43,43,98,85,58,46,55,49,SFN,45,42,79,79,39,38,33,30,True
1280,LAN,46,39,87,88,47,54,34,42,PIT,40,45,72,87,29,46,41,56,True
1281,MIA,35,52,99,89,38,41,38,51,TBA,43,42,80,75,33,26,13,43,True
1282,MIL,50,35,81,84,41,48,40,39,MIN,35,47,72,91,36,47,40,62,True
1283,PHI,46,37,73,90,34,53,43,50,BAL,24,60,82,75,37,37,45,56,True
1284,WAS,42,42,89,82,35,37,56,49,BOS,58,29,92,89,47,48,38,42,False
1285,KCA,25,60,71,58,23,21,54,36,CLE,47,37,93,90,60,46,24,38,False
1286,NYA,55,28,92,65,50,29,35,25,ATL,49,35,87,100,40,57,47,47,True
1287,OAK,47,39,75,99,43,58,57,41,SDN,37,50,86,74,46,21,51,35,True
1288,SEA,55,31,89,95,40,43,30,51,ANA,43,43,86,70,39,33,37,47,False
1289,TEX,38,48,101,74,66,38,54,32,HOU,56,31,89,94,49,55,28,25,False
1290,TOR,40,45,78,81,42,34,47,42,NYN,33,49,67,93,29,52,42,48,False
1291,ARI,48,39,82,80,32,46,45,25,SDN,37,51,86,77,46,23,51,38,False
1292,MIL,51,35,82,84,43,48,38,39,ATL,49,36,87,103,40,56,47,46,True
1293,SFN,45,43,79,71,39,34,33,27,SLN,44,41,86,78,37,45,48,32,False
1294,WAS,42,43,92,82,35,37,56,49,MIA,36,52,90,89,38,41,32,51,True
1295,DET,38,50,77,74,30,26,42,50,TEX,38,49,106,74,65,38,49,32,False
1296,HOU,57,31,89,89,49,47,28,24,CHA,30,56,100,90,48,46,40,68,True
1297,MIN,35,48,72,84,36,40,40,62,BAL,24,61,82,77,37,38,45,54,True
1298,SEA,55,32,85,95,38,43,32,51,ANA,44,43,86,77,39,36,37,44,True
1299,ARI,48,40,85,80,29,46,46,25,SDN,38,51,86,79,46,27,51,37,True
1300,CHN,49,35,102,89,56,44,38,56,CIN,38,49,99,91,69,42,39,40,False
1301,MIL,52,35,76,84,40,48,30,39,ATL,49,37,87,92,40,53,47,50,True
1302,NYN,34,49,67,93,29,54,42,50,TBA,43,43,80,72,33,24,13,37,True
1303,PIT,40,46,72,84,29,42,41,54,PHI,47,37,67,90,31,53,37,50,False
1304,SFN,45,44,75,71,37,34,39,27,SLN,45,41,86,87,37,52,48,28,True
1305,WAS,43,43,97,82,47,37,63,49,MIA,36,53,90,99,38,51,32,61,True
1306,ANA,44,44,86,74,39,33,37,42,LAN,47,39,92,88,53,54,35,42,True
1307,CLE,48,37,93,80,60,47,24,36,OAK,48,39,74,99,45,58,53,41,True
1308,DET,38,51,82,74,34,26,44,50,TEX,39,49,106,78,65,41,49,34,True
1309,HOU,58,31,84,89,46,47,27,24,CHA,30,57,100,88,48,44,40,71,True
1310,KCA,25,61,74,58,24,21,52,36,BOS,59,29,92,96,47,50,38,41,False
1311,MIN,36,48,72,84,33,40,40,62,BAL,24,62,82,74,37,38,45,54,True
1312,SEA,56,32,80,95,34,43,27,51,COL,44,43,97,85,56,46,47,49,False
1313,TOR,40,46,77,81,39,34,48,42,NYA,56,28,91,65,52,29,36,25,True
1314,ARI,49,40,79,80,25,46,45,25,SDN,38,52,86,80,46,28,51,38,True
1315,CHN,49,36,104,89,56,44,41,56,CIN,39,49,99,92,69,42,39,35,True
1316,MIL,53,35,71,84,36,48,31,39,ATL,49,38,87,94,40,54,47,48,False
1317,NYN,35,49,68,93,34,54,42,50,TBA,43,44,80,71,33,22,13,37,False
1318,PIT,40,47,75,84,27,42,50,54,PHI,48,37,67,102,31,69,37,47,False
1319,SFN,46,44,71,71,33,34,38,27,SLN,45,42,86,84,37,47,48,25,False
1320,WAS,44,43,91,82,41,37,58,49,MIA,36,54,90,100,38,51,32,64,True
1321,ANA,45,44,87,74,37,33,38,42,LAN,47,40,92,81,53,48,35,38,False
1322,CLE,49,37,97,80,66,47,27,36,OAK,48,40,74,103,45,59,53,48,False
1323,DET,39,51,77,74,33,26,43,50,TEX,39,50,106,78,65,41,49,34,True
1324,HOU,59,31,88,89,52,47,27,24,CHA,30,58,100,87,48,46,40,77,True
1325,KCA,25,62,79,58,26,21,55,36,BOS,60,29,92,98,47,51,38,43,False
1326,MIN,37,48,76,84,36,40,38,62,BAL,24,63,82,78,37,36,45,46,True
1327,SEA,56,33,82,95,34,43,32,51,COL,45,43,97,95,56,50,47,41,False
1328,TOR,41,46,84,81,43,34,49,42,NYA,56,29,91,65,52,27,36,30,False
1329,ARI,50,40,91,80,43,46,45,25,SDN,38,53,86,75,46,28,51,54,False
1330,CHN,50,36,113,89,63,44,41,56,CIN,39,50,99,91,69,44,39,36,True
1331,MIL,53,36,72,84,35,48,35,39,ATL,50,38,87,88,40,48,47,45,True
1332,NYN,35,50,71,93,33,54,42,50,TBA,44,44,80,76,33,25,13,32,False
1333,PIT,40,48,77,84,27,42,52,54,PHI,49,37,67,102,31,66,37,48,True
1334,SFN,46,45,69,71,29,34,36,27,SLN,46,42,86,84,37,47,48,25,True
1335,WAS,45,43,103,82,59,37,59,49,MIA,36,55,90,99,38,50,32,78,False
1336,ANA,45,45,77,74,30,33,35,42,LAN,48,40,92,78,53,46,35,39,True
1337,CLE,49,38,99,80,66,47,28,36,OAK,49,40,74,100,45,53,53,47,False
1338,DET,40,51,84,74,35,26,36,50,TEX,39,51,106,78,65,39,49,25,False
1339,HOU,60,31,100,89,63,47,31,24,CHA,30,59,100,86,48,49,40,83,True
1340,KCA,25,63,79,58,28,21,61,36,BOS,61,29,92,106,47,64,38,41,False
1341,MIN,38,48,77,84,40,40,40,62,BAL,24,64,82,78,37,34,45,42,True
1342,SEA,56,34,79,95,28,43,31,51,COL,46,43,97,92,56,46,47,37,True
1343,TOR,41,47,78,81,40,34,51,42,NYA,57,29,91,66,52,30,36,32,False
1344,MIA,37,55,90,112,38,56,32,70,MIL,54,36,76,84,43,48,35,39,True
1345,NYN,35,51,67,93,30,54,47,50,PHI,49,38,67,100,31,62,37,45,True
1346,NYN,36,51,69,93,31,54,50,50,PHI,49,39,67,104,31,62,37,45,False
1347,PIT,41,48,76,84,25,42,51,54,WAS,45,44,100,82,57,37,67,49,True
1348,SDN,39,53,86,77,46,30,51,52,LAN,48,41,92,75,53,41,35,34,False
1349,SFN,47,45,81,71,38,34,44,27,CHN,51,36,116,89,66,44,42,56,True
1350,BAL,24,65,82,77,37,32,45,48,NYA,58,29,91,72,52,32,36,31,True
1351,BAL,25,65,89,77,42,32,47,48,NYA,58,30,91,72,52,32,36,34,False
1352,BOS,62,29,92,116,47,71,38,41,TEX,40,51,106,78,65,39,49,24,True
1353,CLE,49,39,94,80,63,47,25,36,CIN,39,51,99,91,69,43,39,40,False
1354,HOU,61,31,92,89,60,47,32,24,OAK,50,40,74,101,45,50,53,45,False
1355,MIN,39,48,78,84,42,40,37,62,KCA,25,64,85,58,29,21,60,36,True
1356,TBA,45,44,80,80,33,33,13,28,DET,40,52,81,74,32,26,32,50,True
1357,ATL,50,39,87,90,40,46,47,50,TOR,41,48,76,81,37,34,42,42,False
1358,COL,46,44,97,92,56,48,47,38,ARI,50,41,95,80,43,46,44,25,False
1359,MIA,38,55,92,112,33,56,30,70,MIL,54,37,76,86,43,50,35,39,False
1360,NYN,36,52,63,93,30,54,48,50,PHI,50,39,67,98,31,63,37,37,False
1361,PIT,42,48,73,84,25,42,46,54,WAS,45,45,100,82,57,35,67,51,False
1362,SDN,39,54,79,77,39,30,57,52,LAN,49,41,92,76,53,41,35,29,True
1363,SFN,48,45,85,71,38,34,40,27,CHN,51,37,116,83,66,39,42,54,False
1364,ANA,46,45,76,74,34,33,38,42,SEA,57,34,80,95,33,43,35,51,True
1365,BAL,25,66,83,77,40,32,51,48,NYA,59,30,91,84,52,40,36,35,True
1366,BOS,63,29,94,116,50,71,31,41,TEX,40,52,106,75,65,33,49,26,True
1367,CHA,30,60,100,90,48,50,40,74,SLN,46,43,86,88,37,52,48,32,False
1368,CLE,49,40,97,80,64,47,31,36,CIN,40,51,99,94,69,44,39,45,False
1369,HOU,61,32,95,89,60,47,33,24,OAK,51,40,74,99,45,48,53,40,True
1370,MIN,40,48,84,84,40,40,36,62,KCA,25,65,85,61,29,20,60,39,False
1371,TBA,46,44,92,80,42,33,21,28,DET,40,53,81,79,32,31,32,55,True
1372,ATL,50,40,90,90,39,46,50,50,TOR,42,48,76,81,37,36,42,37,True
1373,COL,46,45,101,92,58,48,40,38,ARI,51,41,95,78,43,44,44,24,True
1374,MIA,38,56,92,112,35,56,34,70,MIL,55,37,76,82,43,46,35,39,True
1375,NYN,36,53,60,93,30,54,47,50,PHI,51,39,67,102,31,66,37,39,True
1376,PIT,42,49,73,84,25,42,51,54,WAS,46,45,100,84,57,37,67,46,True
1377,SDN,40,54,78,77,37,30,55,52,LAN,49,42,92,74,53,38,35,30,False
1378,SFN,48,46,80,71,33,34,40,27,CHN,52,37,116,85,66,40,42,50,True
1379,ANA,47,45,82,74,39,33,38,42,SEA,57,35,80,100,33,44,35,51,False
1380,BAL,26,66,79,77,36,32,52,48,NYA,59,31,91,88,52,45,36,37,False
1381,BOS,64,29,103,116,58,71,34,41,TEX,40,53,106,70,65,33,49,34,True
1382,CHA,30,61,93,90,47,50,49,74,SLN,47,43,86,101,37,63,48,32,True
1383,CLE,49,41,94,80,62,47,36,36,CIN,41,51,99,95,69,50,39,45,True
1384,HOU,62,32,97,89,61,47,35,24,OAK,51,41,74,100,45,46,53,39,False
1385,MIN,40,49,85,84,40,40,45,62,KCA,26,65,85,69,29,28,60,40,True
1386,TBA,47,44,88,80,45,33,22,28,DET,40,54,81,79,32,33,32,50,True
1387,COL,47,45,104,92,66,48,36,38,ARI,51,42,95,79,43,42,44,38,True
1388,NYN,37,53,55,93,26,54,39,50,WAS,46,46,100,86,57,37,67,46,False
1389,PIT,43,49,75,84,25,42,48,54,MIL,55,38,76,77,43,38,35,40,True
1390,SDN,40,55,70,77,28,30,54,52,LAN,50,42,92,75,53,40,35,30,False
1391,ANA,47,46,72,74,35,33,34,42,SEA,58,35,80,96,33,43,35,45,True
1392,BAL,26,67,80,77,33,32,55,48,PHI,51,40,67,96,31,56,37,33,False
1393,BOS,65,29,106,116,58,71,34,41,TOR,42,49,76,84,37,40,42,42,True
1394,CLE,50,41,104,80,76,47,37,36,NYA,60,31,91,92,52,47,36,30,False
1395,HOU,62,33,95,89,54,47,41,24,OAK,52,41,74,103,45,52,53,32,False
1396,MIN,41,49,96,84,45,40,40,62,TBA,48,44,91,80,45,33,24,28,True
1397,ATL,51,40,96,90,45,46,46,50,ARI,51,43,95,76,43,34,44,41,False
1398,COL,48,45,101,92,61,48,29,38,SEA,58,36,80,96,33,42,35,52,True
1399,LAN,51,42,92,74,53,43,35,28,ANA,48,46,79,74,42,33,32,42,True
1400,MIA,39,56,97,112,39,56,35,70,PHI,52,40,67,95,31,50,37,35,False
1401,NYN,37,54,56,93,26,54,39,50,WAS,47,46,100,84,57,37,67,42,True
1402,PIT,44,49,76,84,28,42,42,54,MIL,55,39,76,78,43,38,35,45,True
1403,SDN,40,56,74,77,29,30,43,52,CHN,52,38,116,88,66,42,42,49,False
1404,SFN,49,46,85,71,35,34,42,27,OAK,53,41,74,102,45,53,53,32,True
1405,SLN,47,44,86,101,37,60,48,34,CIN,41,52,99,99,69,52,39,52,False
1406,BAL,26,68,79,77,36,32,57,48,TEX,40,54,106,73,65,33,49,35,False
1407,BOS,66,29,107,116,63,71,34,41,TOR,42,50,76,90,37,44,42,42,False
1408,CHA,31,61,93,90,46,50,42,74,KCA,26,66,85,69,29,32,60,48,True
1409,CLE,50,42,101,80,69,47,44,36,NYA,61,31,91,94,52,50,36,32,True
1410,HOU,62,34,92,89,55,47,41,24,DET,40,55,81,81,32,35,32,51,True
1411,MIN,42,49,100,84,48,40,33,62,TBA,48,45,91,76,45,31,24,32,True
1412,ATL,51,41,97,90,45,46,48,50,ARI,52,43,95,75,43,35,44,42,False
1413,COL,49,45,106,92,65,48,32,38,SEA,58,37,80,94,33,38,35,48,True
1414,LAN,52,42,96,74,53,43,36,28,ANA,48,47,79,79,42,35,32,43,False
1415,MIA,39,57,90,112,39,56,33,70,PHI,53,40,67,93,31,47,37,32,True
1416,NYN,38,54,59,93,26,54,38,50,WAS,47,47,100,90,57,39,67,35,True
1417,PIT,45,49,84,84,34,42,44,54,MIL,55,40,76,85,43,41,35,51,True
1418,PIT,46,49,84,84,34,42,38,54,MIL,55,41,76,85,43,39,35,51,True
1419,SDN,40,57,77,77,30,30,45,52,CHN,53,38,116,93,66,43,42,47,False
1420,SFN,50,46,86,71,37,34,41,27,OAK,53,42,74,94,45,45,53,32,False
1421,SLN,47,45,82,101,36,60,53,34,CIN,42,52,99,100,69,53,39,47,False
1422,BAL,26,69,75,77,34,32,54,48,TEX,41,54,106,70,65,30,49,38,True
1423,BOS,66,30,99,116,56,71,37,41,TOR,43,50,76,95,37,52,42,38,True
1424,CHA,32,61,98,90,54,50,42,74,KCA,26,67,85,71,29,34,60,53,False
1425,CLE,51,42,101,80,65,47,48,36,NYA,61,32,91,91,52,48,36,38,False
1426,HOU,63,34,91,89,51,47,41,24,DET,40,56,81,82,32,33,32,42,True
1427,MIN,43,49,104,84,53,40,31,62,TBA,48,46,91,85,45,34,24,38,False
1428,ATL,51,42,95,90,41,46,50,50,ARI,53,43,95,72,43,32,44,40,True
1429,COL,50,45,101,92,59,48,32,38,SEA,58,38,80,85,33,33,35,50,True
1430,LAN,52,43,100,74,54,43,39,28,ANA,49,47,79,83,42,39,32,39,True
1431,MIA,40,57,83,112,33,56,31,70,PHI,53,41,67,92,31,41,37,26,True
1432,NYN,39,54,63,93,30,54,37,50,WAS,47,48,100,95,57,43,67,41,False
1433,PIT,47,49,87,84,40,42,37,54,MIL,55,42,76,86,43,35,35,53,True
1434,SDN,40,58,79,77,34,30,53,52,CHN,54,38,116,100,66,52,42,42,False
1435,SFN,50,47,91,71,39,34,45,27,OAK,54,42,74,94,45,46,53,35,False
1436,SLN,47,46,82,101,34,60,49,34,CIN,43,52,99,108,69,57,39,45,True
1437,BAL,27,69,75,77,33,32,51,48,TEX,41,55,106,64,65,21,49,33,True
1438,BOS,67,30,104,116,60,71,33,41,TOR,43,51,76,93,37,53,42,41,True
1439,CHA,32,62,96,90,52,50,42,74,KCA,27,67,85,75,29,36,60,44,True
1440,CLE,51,43,99,80,66,47,51,36,NYA,62,32,91,96,52,52,36,39,True
1441,HOU,64,34,91,89,53,47,36,24,DET,40,57,81,80,32,33,32,48,False
1442,MIN,43,50,107,84,57,40,50,62,TBA,49,46,91,97,45,51,24,42,True
1443,CHN,55,38,116,100,66,53,42,38,SLN,48,46,80,101,37,60,48,34,True
1444,ARI,53,44,95,71,43,30,44,45,COL,51,45,106,92,60,48,29,38,False
1445,CHN,56,38,121,100,73,53,46,38,SLN,48,47,80,106,37,57,48,40,False
1446,CIN,43,53,99,106,69,56,39,48,PIT,48,49,85,84,41,42,26,54,False
1447,MIL,55,43,76,83,43,35,35,57,LAN,53,43,98,74,52,43,38,28,False
1448,PHI,53,42,67,78,31,29,37,33,SDN,40,59,79,77,35,30,48,52,True
1449,WAS,48,48,100,96,57,47,67,39,ATL,52,42,88,90,39,46,41,50,False
1450,ANA,49,48,79,78,42,36,32,35,HOU,64,35,87,89,50,47,38,24,False
1451,DET,41,57,81,79,32,36,32,47,BOS,68,30,102,116,60,71,35,41,False
1452,KCA,27,68,85,77,29,36,60,49,MIN,44,50,108,84,62,40,55,62,True
1453,NYA,62,33,91,98,52,52,36,38,NYN,39,55,62,93,26,54,42,50,False
1454,OAK,55,42,74,94,45,48,53,35,SFN,50,48,84,71,33,34,42,27,False
1455,SEA,58,39,80,90,33,36,35,48,CHA,33,62,99,90,55,50,39,74,True
1456,TBA,49,47,91,107,45,58,24,47,MIA,41,57,89,112,37,56,34,70,False
1457,TEX,41,56,106,71,65,26,49,36,CLE,52,43,89,80,58,47,51,36,False
1458,TOR,43,52,76,93,37,51,42,44,BAL,28,69,75,77,37,32,49,48,True
1459,ARI,53,45,102,71,49,30,53,45,COL,52,45,106,89,60,47,29,34,False
1460,CHN,56,39,119,100,74,53,64,38,SLN,49,47,80,114,37,69,48,44,True
1461,CHN,57,39,118,100,70,53,61,38,SLN,49,48,80,109,37,69,48,47,False
1462,CIN,43,54,96,106,64,56,47,48,PIT,49,49,85,94,41,48,26,51,False
1463,MIL,55,44,79,83,45,35,32,57,LAN,54,43,98,79,52,43,38,30,True
1464,ANA,49,49,72,78,36,36,30,35,HOU,65,35,87,84,50,44,38,21,False
1465,DET,41,58,74,79,28,36,31,47,BOS,69,30,102,106,60,63,35,39,True
1466,KCA,28,68,84,77,32,36,59,49,MIN,44,51,108,84,62,44,55,64,True
1467,NYA,62,34,98,98,56,52,40,38,NYN,40,55,62,94,26,56,42,50,True
1468,OAK,55,43,71,94,41,48,45,35,SFN,51,48,84,67,33,33,42,26,True
1469,SEA,59,39,81,90,33,36,27,48,CHA,33,63,99,90,55,48,39,67,False
1470,TBA,49,48,89,107,43,58,22,47,MIA,42,57,89,112,37,55,34,69,False
1471,TEX,41,57,113,71,68,26,56,36,CLE,53,43,89,91,58,52,51,43,False
1472,TOR,44,52,78,93,40,51,45,44,BAL,28,70,75,82,37,36,49,51,True
1473,ARI,53,46,103,71,54,30,51,45,COL,53,45,106,87,60,50,29,36,True
1474,CHN,57,40,105,100,59,53,58,38,SLN,50,48,80,106,37,67,48,46,True
1475,CIN,43,55,91,106,55,56,51,48,PIT,50,49,85,98,41,47,26,49,False
1476,MIL,56,44,77,83,43,35,33,57,LAN,54,44,98,80,52,37,38,28,False
1477,PHI,54,42,70,78,37,29,38,33,SDN,40,60,79,80,35,32,48,60,False
1478,PHI,54,43,73,78,37,29,41,33,SDN,41,60,79,84,35,37,48,57,True
1479,WAS,48,49,100,96,59,47,63,39,ATL,53,42,88,92,39,49,41,54,True
1480,ANA,49,50,76,78,34,36,35,35,HOU,66,35,87,77,50,44,38,18,True
1481,DET,42,58,75,79,30,36,30,47,BOS,69,31,102,108,60,62,35,34,False
1482,KCA,29,68,86,77,35,36,58,49,MIN,44,52,108,85,62,42,55,62,True
1483,OAK,56,43,73,94,41,48,43,35,SFN,51,49,84,69,33,34,42,28,True
1484,SEA,59,40,78,90,29,36,30,48,CHA,34,63,99,85,55,48,39,55,True
1485,TBA,49,49,82,107,36,58,25,47,MIA,43,57,89,111,37,55,34,65,True
1486,TEX,41,58,111,71,59,26,60,36,CLE,54,43,89,108,58,67,51,42,True
1487,TOR,45,52,76,93,39,51,45,44,BAL,28,71,75,72,37,27,49,45,True
1488,CHN,58,40,103,100,55,53,52,38,ARI,54,46,97,71,54,30,43,45,False
1489,CIN,43,56,86,106,49,56,54,48,SLN,50,49,80,96,37,58,48,51,True
1490,MIA,43,58,89,107,37,53,34,66,ATL,53,43,88,91,39,40,41,56,False
1491,MIL,56,45,74,83,41,35,33,57,WAS,49,49,109,96,62,47,60,39,True
1492,NYN,40,56,62,84,26,48,42,56,SDN,41,61,79,79,35,34,48,60,False
1493,PHI,55,43,75,78,42,29,38,33,LAN,55,44,98,81,52,41,38,23,False
1494,ANA,50,50,82,78,47,36,34,35,CHA,34,64,99,76,55,40,39,58,False
1495,BAL,28,72,75,75,37,24,49,46,BOS,70,31,102,100,60,60,35,35,False
1496,CLE,54,44,89,107,58,65,51,38,PIT,51,49,85,105,41,53,26,47,False
1497,KCA,30,68,83,77,38,36,58,49,DET,42,59,70,79,27,36,34,47,False
1498,TBA,50,49,84,107,41,58,28,47,NYA,63,34,99,98,56,52,44,38,True
1499,TEX,42,58,106,71,57,26,56,36,OAK,57,43,71,94,44,48,44,35,False
1500,TOR,46,52,79,93,40,51,46,44,MIN,44,53,108,83,62,44,55,60,False
1501,CHN,58,41,99,100,51,53,55,38,ARI,55,46,97,74,54,32,43,37,False
1502,CIN,44,56,82,106,47,56,49,48,SLN,50,50,80,96,37,57,48,50,False
1503,COL,53,46,106,88,60,51,29,40,HOU,66,36,87,76,50,38,38,32,False
1504,MIA,43,59,90,107,37,53,43,66,ATL,54,43,88,101,39,46,41,52,True
1505,MIL,57,45,67,83,42,35,29,57,WAS,49,50,109,83,62,31,60,38,True
1506,NYN,40,57,62,84,28,48,41,56,SDN,42,61,79,80,35,34,48,57,True
1507,PHI,55,44,75,78,45,29,45,33,LAN,56,44,98,87,52,45,38,27,True
1508,ANA,50,51,79,78,44,36,33,35,CHA,35,64,99,73,55,42,39,56,False
1509,BAL,28,73,80,75,38,24,48,46,BOS,71,31,102,103,60,64,35,27,True
1510,CLE,54,45,83,107,49,65,50,38,PIT,52,49,85,103,41,55,26,44,False
1511,KCA,30,69,86,77,40,36,62,49,DET,43,59,70,75,27,31,34,48,True
1512,SEA,60,40,71,90,31,36,29,48,SFN,51,50,84,74,33,38,42,30,False
1513,TBA,51,49,91,107,47,58,31,47,NYA,63,35,99,98,56,50,44,39,False
1514,TEX,42,59,106,71,58,26,68,36,OAK,58,43,71,101,44,59,44,29,False
1515,TOR,46,53,84,93,42,51,45,44,MIN,45,53,108,89,62,50,55,62,False
1516,CHN,58,42,98,100,48,53,58,38,ARI,56,46,97,78,54,32,43,36,True
1517,CIN,44,57,81,106,47,56,49,48,SLN,51,50,80,97,37,58,48,50,True
1518,COL,53,47,106,88,57,51,29,40,HOU,67,36,87,71,50,39,38,32,True
1519,MIL,58,45,75,83,45,35,30,57,WAS,49,51,109,83,62,33,60,40,False
1520,NYN,41,57,69,84,34,48,35,56,SDN,42,62,79,77,35,35,48,57,True
1521,PHI,56,44,77,78,49,29,46,33,LAN,56,45,98,94,52,45,38,33,True
1522,ANA,50,52,78,78,45,36,35,35,CHA,36,64,99,66,55,34,39,50,True
1523,CLE,54,46,83,107,50,65,53,38,PIT,53,49,85,106,41,59,26,45,True
1524,KCA,31,69,87,77,42,36,58,49,DET,43,60,70,70,27,32,34,51,False
1525,SEA,60,41,74,90,33,36,32,48,SFN,52,50,84,82,33,37,42,33,True
1526,TBA,51,50,89,107,46,58,33,47,NYA,64,35,99,97,56,52,44,38,True
1527,TEX,42,60,103,71,62,26,78,36,OAK,59,43,71,100,44,66,44,32,False
1528,TOR,46,54,84,93,40,51,45,44,MIN,46,53,108,88,62,49,55,52,False
1529,ATL,54,44,88,98,39,44,41,56,LAN,56,46,98,95,52,45,38,36,False
1530,CHN,59,42,94,100,47,53,56,38,ARI,56,47,97,77,54,31,43,36,True
1531,CIN,45,57,76,106,42,56,51,48,PHI,57,44,74,78,50,29,31,33,False
1532,MIA,44,59,88,107,42,53,45,66,WAS,50,51,109,79,62,36,60,39,False
1533,PIT,53,50,85,102,41,56,26,45,NYN,42,57,67,84,37,48,36,56,False
1534,SFN,52,51,84,82,33,37,42,34,MIL,58,46,76,83,45,35,35,57,False
1535,ANA,51,52,88,78,55,36,34,35,CHA,36,65,99,63,55,33,39,55,True
1536,BAL,29,73,79,75,37,24,51,46,TBA,52,50,86,107,44,58,34,47,False
1537,BOS,71,32,102,105,60,66,35,31,MIN,47,53,108,94,62,52,55,44,False
1538,NYA,64,36,99,95,56,50,44,36,KCA,31,70,86,77,42,36,60,49,True
1539,TEX,42,61,99,71,57,26,81,36,OAK,60,43,71,100,44,66,44,37,False
1540,ATL,54,45,83,98,37,44,41,56,LAN,57,46,98,92,52,44,38,37,False
1541,CIN,45,58,74,106,38,56,58,48,PHI,58,44,74,87,50,35,31,35,True
1542,COL,54,47,103,88,57,51,28,40,OAK,61,43,71,104,44,70,44,42,True
1543,MIA,44,60,83,107,39,53,46,66,WAS,51,51,109,82,62,43,60,36,False
1544,PIT,53,51,84,102,45,56,34,45,NYN,43,57,67,89,37,51,36,52,True
1545,SDN,42,63,79,77,35,36,48,59,ARI,56,48,97,75,54,33,43,43,False
1546,SFN,52,52,92,82,35,37,38,34,MIL,59,46,76,90,45,39,35,51,False
1547,SLN,51,51,80,96,37,53,48,45,CHN,60,42,90,100,45,53,55,38,True
1548,ANA,52,52,98,78,62,36,39,35,SEA,61,41,72,90,33,36,33,48,True
1549,BAL,29,74,78,75,35,24,50,46,TBA,53,50,86,110,44,59,34,47,True
1550,BOS,71,33,93,105,52,66,36,31,MIN,48,53,108,86,62,43,55,34,True
1551,CHA,36,66,99,66,55,38,39,63,TOR,46,55,93,93,39,51,51,44,False
1552,DET,44,60,70,73,27,35,34,50,CLE,55,46,86,107,54,65,47,38,False
1553,HOU,67,37,87,64,50,40,38,35,TEX,42,62,96,71,50,26,84,36,False
1554,ATL,54,46,78,98,31,44,42,56,LAN,58,46,98,95,52,47,38,34,False
1555,CIN,46,58,74,106,39,56,58,48,PHI,58,45,74,90,50,38,31,37,True
1556,COL,55,47,101,88,52,51,28,40,OAK,61,44,71,103,44,66,44,40,True
1557,MIA,44,61,80,107,37,53,55,66,WAS,52,51,109,86,62,46,60,35,True
1558,PIT,54,51,85,102,46,56,36,45,NYN,43,58,67,85,37,46,36,50,True
1559,SDN,42,64,75,77,34,36,51,59,ARI,57,48,97,78,54,34,43,42,False
1560,SFN,52,53,91,82,34,37,38,34,MIL,60,46,76,92,45,40,35,44,False
1561,SLN,52,51,82,96,39,53,50,45,CHN,60,43,90,101,45,54,55,41,True
