,ht_l10_abs_h,ht_l10_abs_a,ht_l10_hits_h,ht_l10_hits_a,ht_l10_doubles_h,ht_l10_doubles_a,ht_l10_triples_h,ht_l10_triples_a,ht_l10_hrs_h,ht_l10_hrs_a,ht_l10_rbis_h,ht_l10_rbis_a,ht_l10_sac_hits_h,ht_l10_sac_hits_a,ht_l10_sac_flies_h,ht_l10_sac_flies_a,ht_l10_hbp_h,ht_l10_hbp_a,ht_l10_bb_h,ht_l10_bb_a,ht_l10_bbi_h,ht_l10_bbi_a,ht_l10_ko_h,ht_l10_ko_a,ht_l10_sb_h,ht_l10_sb_a,ht_l10_cs_h,ht_l10_cs_a,ht_l10_hit_into_dp_h,ht_l10_hit_into_dp_a,ht_l10_catcher_i_h,ht_l10_catcher_i_a,ht_l10_lob_h,ht_l10_lob_a,ht_l10_pitchers_h,ht_l10_pitchers_a,ht_l10_ers_h,ht_l10_ers_a,ht_l10_wp_h,ht_l10_wp_a,ht_l10_balks_h,ht_l10_balks_a,ht_l10_assists_h,ht_l10_assists_a,ht_l10_errors_h,ht_l10_errors_a,ht_l10_passed_balls_h,ht_l10_passed_balls_a,ht_l10_dp_h,ht_l10_dp_a,ht_l10_tp_h,ht_l10_tp_a,ht,ht_wins,ht_losses,at,at_wins,at_losses,home_team_won
1088,341,333,76,75,20,13,3,2,6,7,35,33,0,0,4,3,5,2,25,33,2,0,97,83,9,3,0,2,1,8,0,0,71,68,39,42,45,40,3,4,0,0,96,95,4,3,0,0,5,9,0,0,CIN,27,45,DET,36,38,True
1089,325,334,49,78,8,25,1,1,8,14,14,46,0,1,1,3,3,5,33,35,2,3,95,83,4,6,2,2,4,7,0,0,66,60,38,36,33,45,2,0,0,0,92,94,8,6,1,1,11,10,0,0,COL,35,38,NYN,31,39,True
1090,334,347,90,86,7,13,0,1,12,19,34,47,1,4,1,3,2,5,18,31,2,3,64,110,1,3,3,1,6,8,0,1,60,66,43,44,42,43,3,3,0,0,99,89,12,7,0,0,8,8,0,0,PHI,38,33,SLN,38,33,True
1091,327,369,73,105,14,24,2,1,14,16,37,59,0,0,2,3,8,4,26,36,0,2,94,79,0,5,0,3,9,6,0,0,60,77,40,42,44,35,7,1,0,0,98,91,9,2,0,1,9,9,0,0,SDN,34,41,OAK,37,36,False
1092,346,348,79,87,18,24,1,5,6,10,33,38,3,1,4,2,4,5,34,31,3,1,83,90,3,3,1,0,8,11,0,0,75,76,46,40,40,46,4,6,1,0,103,98,3,4,1,0,12,10,0,0,SFN,36,38,MIA,29,45,True
1093,342,326,77,65,16,9,0,2,9,9,27,24,0,1,1,4,8,6,30,28,0,3,94,81,3,5,1,1,9,9,0,0,78,62,44,39,40,50,3,1,2,1,93,103,5,3,1,0,9,13,0,0,WAS,39,32,BAL,20,51,False
1094,318,334,72,71,13,21,4,1,7,4,32,28,2,2,2,0,4,3,21,22,2,1,95,105,6,3,5,2,3,5,1,0,57,62,47,43,33,35,3,6,0,1,90,79,3,12,0,0,9,11,0,0,CLE,39,33,CHA,24,48,True
1095,322,315,86,60,19,13,3,1,8,5,41,19,1,1,3,0,9,4,33,23,0,0,66,109,3,4,3,3,9,6,0,0,70,54,37,38,27,37,6,4,0,0,98,91,6,10,0,1,9,8,0,0,HOU,49,26,TBA,34,39,True
1096,326,343,84,84,14,21,2,1,15,6,54,34,3,1,2,1,10,6,45,53,0,3,93,90,9,0,3,2,8,12,0,0,71,87,38,38,57,42,2,4,2,0,107,90,4,8,1,3,13,7,0,0,KCA,22,51,TEX,31,44,False
1097,329,348,86,85,22,7,2,1,13,14,41,45,0,0,1,4,5,5,29,38,1,2,73,89,7,10,1,2,11,9,0,0,68,70,35,37,31,29,1,1,0,0,98,84,6,7,2,1,5,6,0,0,MIN,32,37,BOS,49,25,True
1098,332,336,90,75,14,8,1,0,15,14,40,37,2,0,1,1,3,3,23,27,1,0,91,80,5,6,5,2,11,11,1,0,63,56,40,34,33,36,4,1,0,0,96,108,7,3,0,1,11,11,0,0,NYA,48,22,SEA,46,27,True
1099,324,364,69,99,18,33,1,2,11,12,35,54,1,2,0,1,4,3,22,30,4,1,81,80,2,3,4,0,6,4,0,0,52,75,40,41,20,49,1,4,0,0,89,92,2,2,0,2,5,7,0,0,TOR,33,39,ATL,43,29,True
